ofjobs,yearsexp,honors,volunteer,military,empholes,workinschool,email,computerskills,specialskills,firstname,expminreq,eoe,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,black,chicago,high,female,college,call_back
4,5,0,0,0,1,1,0,1,0,Latoya,,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0
3,5,0,0,0,0,1,1,1,0,Laurie,,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
3,3,0,1,1,0,1,1,1,0,Anne,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
3,5,1,0,0,1,1,1,1,0,Kenya,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
2,6,0,0,0,0,0,0,1,0,Latoya,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
4,11,0,0,0,1,0,0,1,0,Laurie,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
5,9,0,1,0,1,1,1,1,0,Allison,some,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0
2,7,0,0,0,0,1,0,1,0,Jill,some,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
4,6,0,1,0,0,1,1,1,1,Kenya,some,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0
2,4,0,0,0,0,0,0,1,0,Lakisha,some,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
2,7,0,1,0,0,1,1,1,1,Kristen,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4,5,0,0,0,1,0,0,0,1,Latoya,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0
4,6,0,0,0,1,1,0,1,1,Sarah,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
4,6,0,1,0,1,1,1,1,1,Tanisha,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4,6,0,0,0,1,1,0,1,1,Emily,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
2,7,0,1,0,0,1,1,1,1,Jill,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
4,5,0,0,0,1,0,0,0,1,Lakisha,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
4,6,0,1,0,1,1,1,1,1,Latonya,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
4,11,0,1,0,0,1,1,1,0,Neil,some,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
6,10,0,0,0,0,1,1,1,1,Tyrone,some,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0
4,5,0,1,0,0,1,1,1,0,Allison,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4,4,0,0,0,1,0,0,1,1,Anne,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2,3,0,0,0,0,1,0,1,0,Kenya,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
6,4,0,0,0,0,1,1,1,1,Tamika,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4,6,0,0,0,1,0,0,1,1,Kristen,some,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
4,6,0,0,0,0,0,0,1,0,Tamika,some,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2,6,0,0,0,0,1,0,1,0,Anne,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
4,6,0,1,0,0,1,1,1,0,Ebony,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0
4,11,0,1,0,0,1,1,1,0,Jill,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0
2,14,0,0,0,0,1,0,1,0,Tanisha,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
4,6,0,1,0,0,1,1,1,0,Aisha,,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
2,14,0,0,0,0,1,0,1,0,Allison,,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
2,6,0,0,0,0,1,0,1,0,Latoya,,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
4,6,0,1,0,0,1,1,1,0,Laurie,,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0
3,3,0,1,0,1,1,0,1,0,Allison,,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
3,5,0,1,0,0,1,0,1,0,Anne,,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
4,5,0,1,0,0,1,1,1,0,Latonya,,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
4,6,0,0,0,0,1,0,1,0,Latoya,,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
2,6,0,0,0,0,0,0,1,1,Ebony,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
4,6,0,0,0,1,1,0,1,0,Jill,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
3,5,1,0,0,1,1,1,1,1,Keisha,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0
4,15,0,0,0,1,1,1,1,1,Laurie,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
3,9,0,1,0,1,1,0,1,0,Aisha,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
2,9,1,0,0,1,0,0,1,0,Emily,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
3,11,0,0,0,0,1,1,1,0,Jill,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
4,10,0,1,0,1,0,1,1,0,Keisha,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
2,6,0,1,0,0,1,1,1,1,Aisha,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
3,10,0,0,0,1,0,0,0,0,Brendan,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,0,1,1,0,1,1,1,0,Brendan,some,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,2,0,1,1,0,1,1,1,0,Carrie,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
3,7,0,0,0,1,0,0,0,0,Darnell,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6,8,0,1,0,0,1,1,1,0,Ebony,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
4,2,0,1,1,0,1,1,1,0,Geoffrey,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,7,0,0,0,1,0,0,0,0,Jamal,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6,8,0,1,0,0,1,1,1,0,Jamal,some,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
4,6,0,0,0,0,1,0,1,0,Jay,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5,26,0,0,0,0,0,0,0,0,Jay,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,14,0,1,0,0,1,0,1,1,Jermaine,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
3,7,0,0,0,1,0,0,0,0,Jill,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
4,8,0,0,0,0,0,0,1,0,Kareem,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6,18,0,1,0,0,0,0,1,0,Kristen,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
3,8,1,0,0,1,0,0,0,0,Latoya,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4,6,0,0,0,0,1,0,1,0,Leroy,some,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6,8,0,1,0,0,1,1,1,0,Leroy,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,10,1,0,1,1,0,1,1,0,Neil,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6,8,0,1,0,0,1,1,1,0,Rasheed,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
4,6,0,0,0,0,1,0,1,0,Sarah,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3,7,0,0,0,1,0,0,0,0,Todd,some,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,2,0,1,1,0,1,1,1,0,Todd,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,6,0,0,0,0,1,0,1,0,Tremayne,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5,13,0,0,0,1,0,1,1,1,Allison,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,9,0,1,0,1,1,1,1,0,Anne,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1,5,0,1,0,0,1,1,1,1,Latoya,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
4,11,0,0,0,0,0,0,1,1,Tamika,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
5,13,0,0,0,1,1,0,1,1,Latonya,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6,9,0,1,0,1,1,1,1,0,Laurie,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
3,7,0,0,0,1,1,0,1,1,Meredith,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5,14,0,1,0,1,0,1,1,0,Tamika,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
2,1,0,0,0,1,0,0,1,1,Emily,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5,4,0,0,0,1,0,0,1,1,Kenya,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6,16,0,1,0,1,1,1,1,1,Kristen,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5,26,1,1,0,1,0,1,1,1,Tanisha,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
3,4,0,1,0,1,1,1,1,1,Ebony,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
5,18,0,1,0,0,0,1,0,0,Emily,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
5,5,0,0,0,1,1,0,0,1,Latoya,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,2,0,0,0,1,0,0,1,1,Sarah,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,7,0,0,0,1,1,0,0,0,Ebony,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
4,8,0,0,0,1,0,0,1,0,Jill,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2,8,0,1,0,0,1,1,1,1,Kristen,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3,7,0,1,0,1,0,1,1,1,Tanisha,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0
5,9,0,1,0,1,0,1,1,1,Emily,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0
6,4,0,0,0,1,1,0,1,0,Kenya,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
3,2,0,0,0,1,0,0,1,1,Sarah,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3,12,1,1,0,1,0,1,1,1,Tamika,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0
3,7,0,0,0,1,1,0,1,1,Ebony,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5,19,0,1,0,0,0,1,0,0,Kristen,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2,1,0,0,0,1,0,0,1,1,Laurie,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,16,0,1,0,1,1,1,1,1,Tanisha,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
3,7,0,0,0,1,0,0,0,0,Allison,some,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
4,6,0,0,0,0,1,0,1,0,Ebony,some,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
2,6,0,1,0,1,1,1,1,0,Kareem,some,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
4,4,0,1,1,0,1,1,1,0,Neil,some,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3,11,0,0,0,0,1,1,1,0,Aisha,5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0
2,9,1,0,0,1,0,0,1,0,Anne,5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
4,9,0,0,0,1,1,0,1,0,Ebony,5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
4,14,0,1,0,1,0,1,1,1,Jill,5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
4,7,0,1,0,1,0,1,1,1,Jill,,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
4,5,0,0,0,1,1,0,1,1,Keisha,,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0
3,6,0,0,0,0,1,1,1,0,Lakisha,,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0
4,5,0,0,0,1,1,0,1,0,Meredith,,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
3,3,0,1,0,1,1,0,1,0,Aisha,,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
4,4,0,1,0,0,1,1,1,0,Anne,,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3,4,0,0,0,1,0,0,1,0,Carrie,,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4,5,0,0,0,1,1,1,1,0,Kenya,,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
5,7,0,0,1,1,0,1,1,1,Aisha,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
2,6,0,0,0,0,0,0,1,0,Emily,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3,7,0,1,1,0,1,1,1,0,Meredith,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
3,6,0,0,0,1,0,0,1,0,Tanisha,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
3,8,0,0,0,1,0,0,1,0,Aisha,some,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
3,8,0,0,0,1,0,0,1,0,Allison,some,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
4,7,0,1,0,0,1,1,1,0,Emily,some,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0
4,21,0,0,0,1,1,1,1,0,Kenya,some,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0
3,19,0,1,0,1,1,0,1,0,Allison,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5,19,0,1,0,1,1,1,1,0,Kristen,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1
4,19,0,1,0,1,0,0,1,0,Lakisha,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1
5,22,0,1,0,1,1,1,1,0,Tamika,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
4,5,0,0,0,1,1,0,1,0,Aisha,,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0
3,5,0,0,0,0,1,1,1,0,Emily,,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
3,5,0,0,0,1,0,0,1,0,Kristen,,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4,6,0,1,0,1,0,1,1,1,Tanisha,,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2,7,0,1,0,1,0,1,1,0,Aisha,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0
4,5,0,0,0,1,0,1,1,0,Carrie,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
4,7,0,1,0,1,0,1,1,0,Meredith,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0
4,6,0,0,0,0,1,0,1,0,Tanisha,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
4,7,0,1,0,0,1,1,1,0,Anne,some,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
3,6,0,0,0,1,0,0,1,0,Jill,some,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4,8,0,0,0,0,1,1,1,0,Lakisha,some,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
3,8,0,0,0,1,0,0,1,0,Tanisha,some,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
3,7,0,0,0,0,1,1,1,1,Emily,some,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
3,5,1,0,0,1,1,1,1,0,Latoya,some,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
2,6,0,0,0,0,0,0,1,0,Meredith,some,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
4,6,0,0,0,1,1,0,1,0,Tamika,some,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
5,7,0,0,1,1,1,1,1,1,Allison,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0
3,3,0,1,0,0,1,1,1,1,Latonya,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0
2,2,0,0,0,1,1,0,1,0,Meredith,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
2,3,0,0,0,0,1,0,1,0,Tamika,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
2,7,0,0,0,0,1,0,1,1,Leroy,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
3,7,0,1,0,0,1,1,1,1,Matthew,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
4,3,0,0,0,1,0,0,1,1,Neil,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4,8,0,0,0,0,1,1,1,1,Tyrone,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0
4,6,0,1,0,1,0,1,1,1,Meredith,5,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
4,7,0,0,0,0,1,1,1,0,Tanisha,5,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0
4,21,0,0,0,1,1,1,1,0,Carrie,3,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0
2,12,1,0,0,1,0,0,1,0,Emily,3,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
3,5,0,1,0,1,1,0,1,0,Keisha,3,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
3,5,0,1,0,0,1,1,1,0,Lakisha,3,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
3,5,0,1,0,0,1,1,1,0,Allison,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
3,5,1,0,0,1,1,1,1,0,Ebony,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
5,9,0,0,0,1,1,0,1,0,Latoya,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
4,6,0,0,0,0,1,0,1,0,Laurie,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6,18,0,1,0,0,0,0,1,0,Allison,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
6,8,0,1,0,0,1,1,1,0,Anne,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
6,8,0,1,0,0,1,1,1,0,Brad,some,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3,7,0,0,0,1,0,0,0,0,Brett,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,8,0,0,0,1,0,0,0,0,Darnell,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4,6,0,0,0,0,1,0,1,0,Darnell,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
5,26,0,0,0,0,0,0,0,0,Darnell,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4,6,0,0,0,0,1,0,1,0,Ebony,some,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
4,6,0,0,0,0,1,0,1,0,Emily,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3,7,0,0,0,1,0,0,0,0,Geoffrey,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,8,0,1,0,0,1,1,1,0,Geoffrey,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4,8,0,0,0,0,0,0,1,0,Jay,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,20,0,1,0,0,0,0,0,0,Jermaine,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
6,8,0,1,0,0,1,1,1,0,Jill,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
4,2,0,1,1,0,1,1,1,0,Keisha,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
4,2,0,1,1,0,1,1,1,0,Keisha,some,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
